Source,Target
20246,25465
19088,18348
19640,28853
29040,28514
14423,29018
23134,14269
29232,19082
27756,21954
19112,21715
17102,28983
8496,11352
22532,12552
19605,13680
26875,30483
24581,24623
21844,28415
26415,11325
14342,14697
20495,30691
25073,26519
19102,8832
19367,26447
19853,30764
28317,30545
19576,17245
22389,20989
29507,16657
19656,26521
23264,18017
22500,23079
11482,18274
25734,25386
29237,29153
28497,23076
15170,22400
12552,31102
19112,11535
10836,20993
25907,26223
15709,28356
13207,19700
28538,11000
15635,19111
18299,18565
28922,25162
29570,20500
22939,23135
8810,16559
19675,25483
30565,19195
25183,19703
18589,29630
10870,22968
29652,23404
21531,11160
14793,17541
18513,742
2853,2775
12789,7041
24560,23568
28935,20286
3649,21191
12508,19863
26491,24879
17858,24947
4856,13173
28937,11924
30403,16097
19120,4573
18277,29685
23038,30157
17410,16341
21605,28413
24830,20481
25479,26303
12444,22199
12508,19620
13680,26619
2442,22282
4308,13405
1998,11499
22438,23164
26533,20041
16551,14164
15879,19372
13590,20468
18376,8622
19376,11447
23008,21495
23303,14706
28613,10768
13520,25548
17776,14962
17929,26570
17529,15719
21517,15618
28736,13781
16399,13407
26315,13324
17720,18903
23061,514
21641,13748
11466,25566
20376,29945
6256,30460
24942,24598
17183,17436
16134,30967
4117,29577
26030,28440
24005,19022
19049,30431
30418,27512
23322,29467
21651,20396
5195,15113
21566,21113
10680,5527
29464,19179
24900,11531
10725,28093
25110,25690
24748,26736
25973,23882
1976,21209
29772,3143
21607,29629
26373,26364
18464,24301
29811,23176
26293,22648
20287,22340
18075,1505
28841,26499
28019,30319
1796,10909
23311,18457
18880,23251
29832,20410
1986,27386
28006,29048
26634,17572
1153,15482
3215,30744
28699,15561
24723,22228
22313,22647
28992,14970
1475,24621
12456,15785
6941,14228
18420,14223
27586,21455
4588,20416
1785,472
24627,25444
30735,12461
21807,24670
28639,25106
10822,25347
29915,13484
27798,16529
17230,19244
11655,23676
1475,17933
1643,15388
29413,8352
3110,26058
20806,23101
8620,27864
24729,7881
30748,26581
27875,30769
22997,19233
21725,5354
17757,14414
28907,16311
1981,28456
20070,10308
21473,21469
29024,29570
13291,17694
19227,20041
23380,20240
28876,26498
29185,22960
20547,13944
30689,24165
28538,23455
17213,10037
21495,29321
3649,7947
15181,3470
17069,28211
28723,25030
26483,20207
17681,23002
26177,3449
29620,23167
17192,15862
24076,22042
26104,5213
26720,30501
22848,30967
24397,25778
30778,30511
23179,29109
12725,28796
20028,2265
24686,21511
21110,24398
16760,25183
28893,29537
25036,16368
14847,584
30497,1552
543,17990
11723,26024
25710,30952
216,18409
13254,11544
17078,25351
25625,18473
20546,26384
22477,17110
24247,13925
23716,2143
8417,18611
10998,30684
25128,20743
25717,24164
12512,26497
13173,25135
24929,21532
16627,28976
20470,26840
30252,21874
21874,17499
29412,26716
22423,18239
29654,12794
26720,1173
16631,30245
22516,19583
28461,20206
23432,24391
11024,6787
4323,22228
13946,25592
11778,28671
10169,6363
26142,14639
25808,19605
27447,16331
28410,20263
30699,12147
16621,16108
18341,29613
17751,17798
26997,7212
8476,26807
14433,29161
5794,13680
2550,24626
29425,26826
18331,29242
20728,14399
22778,27474
8575,20774
17687,12771
24125,29311
5013,1589
9718,29139
10711,22204
27372,29326
21820,18391
24821,28560
25540,15152
30182,12456
26610,16209
20547,17886
15395,25477
13527,14677
19074,24374
24298,29691
27160,30238
17542,30382
18570,30546
29833,15084
20773,20782
31102,27803
17209,25117
4223,25035
13917,4729
17750,22647
20150,25022
15098,26495
2309,14197
15788,15378
18163,26256
18162,29381
29221,30778
2391,25125
10868,18421
6250,18532
29364,24398
6329,9214
20042,23178
24590,23250
30727,26334
24791,23517
18360,29172
23202,30952
29347,1407
13062,10825
22900,25560
24332,28779
17537,6187
19143,29633
17810,29896
19207,22879
9419,25542
2731,22756
20515,4113
30594,10324
25436,27927
25585,10270
23349,15419
23001,5447
21654,15598
7725,254
30507,29356
14838,18210
13137,11618
29335,16643
26372,22522
15760,12124
5939,21169
25341,17232
20333,20021
30314,10998
10309,22545
29109,9593
22619,21805
19080,10896
30926,16652
22289,5092
29133,15483
15410,28922
491,30510
29328,24664
13692,26420
27997,19135
27851,15860
13174,9054
22315,12832
29003,22767
20792,20091
14410,21575
30889,28873
11905,5534
24232,6466
23510,23164
26497,7871
25417,23236
28897,19368
28474,16400
14267,12098
25542,25669
11906,24723
28260,29192
11319,28272
23250,13099
24906,17579
21894,22272
29026,7502
17545,23462
25154,29817
30055,28688
18525,20525
23448,29736
11580,26118
5839,23563
27145,24599
17674,19564
30320,29124
30772,22559
19217,14770
25683,14603
28793,2561
30314,30516
6289,29070
10908,21442
10002,15050
10874,16181
28861,14983
30226,29707
20407,29296
5155,22651
19543,24809
18907,16412
21665,26532
18380,29713
26799,29063
11319,26119
15132,1323
31029,7259
24338,28733
30462,21201
15771,18291
27200,13672
22778,16018
1761,22815
19383,9109
10279,22331
15752,26359
10191,14459
19077,29563
2247,21493
20754,17494
29253,22745
29633,3560
18407,30589
26729,21401
10074,18510
17933,20612
22279,11474
68,18157
23339,10874
25126,17661
5607,29468
28829,30645
20222,16598
26242,22392
6746,14741
25035,6462
16462,28322
27860,17763
29335,25692
27285,4953
21512,19979
21510,17314
11785,18274
23200,4664
10770,27160
24836,16609
22317,270
9054,30406
11357,3110
22759,29779
21793,24947
19383,4562
5860,30744
7978,21655
12452,25813
25830,21778
30386,22176
11665,16569
11840,11247
2026,26596
22830,25334
22438,29315
17819,10916
3294,10442
13264,26983
29177,25187
21315,30975
21280,28148
18076,4300
19200,25240
30660,13683
26082,339
4448,21732
1238,3252
28267,20500
26616,17754
5638,16267
9591,26109
20583,17765
25686,24830
9532,24662
27386,16904
10455,26149
28276,30955
27360,26649
19872,15806
5839,17819
29180,23593
20313,25124
28514,26936
8809,18368
17886,24585
7222,20504
21441,20107
19581,14502
24791,18861
21589,23817
27396,26102
17732,18098
23453,12757
26864,5843
10739,22942
11480,13931
11928,11736
17522,29747
27411,18756
19164,26494
29324,24752
28848,22303
29407,29017
20795,10747
8011,19573
11409,14847
12531,24537
21522,11711
1491,30859
29065,28892
15865,20206
21666,25044
11913,1198
30728,21619
7169,22379
26807,5124
7948,26105
28778,25905
19183,20100
29375,10598
2646,2223
22968,29681
30741,15780
23239,10870
23024,12499
18397,26091
21647,26333
24824,29429
13412,20194
8010,14424
25395,5494
14692,20373
29413,11498
11023,24507
15441,27038
10104,23464
28927,29194
23381,18857
14913,17532
29930,20668
29612,17510
30576,26370
6363,18078
27779,15078
5759,19191
17923,20146
29377,16893
23041,25630
24627,29750
14705,349
27239,3215
4308,10544
30691,21710
12627,24948
14224,30220
29928,14962
16178,21313
19490,16389
13207,20100
31029,15091
29322,30635
25676,6058
22385,23089
26699,24152
11721,31033
17494,6637
23568,6234
22267,28941
21504,5687
19118,19496
11713,18139
30260,11192
23922,302
2884,22289
23241,24293
23151,23308
28696,13779
14861,29819
2809,26581
21077,31069
15083,17143
28716,4588
24949,19212
3563,29458
25842,11362
28638,8436
7262,23181
29373,23065
29464,29300
11924,13943
26107,20373
25036,11499
19044,12124
16514,29448
17860,24719
28306,17342
25813,27864
24195,24952
15579,20753
23029,30475
15903,23895
29035,24789
27133,26729
23900,25678
14426,11309
13406,2070
4696,20510
28490,16552
30499,26086
16204,14300
9550,25796
43,8020
12832,23287
13322,18344
13768,30314
21455,24976
18540,20543
26699,25661
23136,19628
29945,21641
24627,7986
18283,16060
30798,15855
29440,20222
30623,13917
13822,24101
28932,14560
20264,11840
10385,1644
30252,22481
24064,30280
12905,22113
29596,11088
27009,18391
15596,15785
19210,26485
5406,2204
20394,19078
17558,4226
6193,13931
15716,10733
22376,15861
29250,29049
16526,17468
12239,21888
30412,21441
24536,23524
24680,14799
22871,19656
26653,24641
22923,21791
17956,25849
30433,28526
22896,21587
25483,22912
19695,29080
9722,21464
28716,27962
13218,30518
25933,25019
17200,20146
30757,17173
23587,9732
20429,9459
22210,6447
30596,24748
17541,14125
308,30647
29657,11068
23264,30347
20506,13905
25690,5704
26223,20756
24940,29359
18106,26291
16238,28465
30483,16587
24391,15595
29702,23101
14698,22997
8415,24169
24829,14834
27785,20505
25102,24539
13641,26933
22582,15601
24633,18399
15483,29957
14648,21533
13306,19189
25463,20569
21371,25394
13484,22340
24246,29715
17547,23007
24634,19118
29462,14291
9553,14824
28911,21660
30404,25382
14630,1531
17330,2431
24634,16092
28938,22326
26103,24855
17173,15129
3557,13822
26764,20371
28755,5078
1776,16665
23477,16739
6447,5078
21596,11833
28980,25418
11066,1643
19656,18073
25119,25381
26613,31026
25465,18272
10260,16311
5284,21882
8440,8538
29341,11932
24895,26347
28265,2210
13850,29242
4929,25437
24338,7169
23089,20629
13641,29390
30766,23310
16389,26566
23595,14854
15835,16126
30751,14159
24944,26714
29328,11881
25113,26867
21402,16744
29462,17698
17297,27943
15146,28933
31057,18238
16375,28844
29139,26740
29341,189
18233,1867
6746,30717
25145,5194
20655,28449
21291,3319
29333,14006
28683,16750
18228,20161
9391,29013
25169,28981
14913,9426
26218,7532
25010,21585
23160,20265
13241,30635
13996,26552
4717,16638
6328,20241
20091,17222
19212,19654
19890,28754
26276,21402
16610,25415
29219,23308
19971,30923
9554,11000
28389,3933
24070,21583
270,29825
11197,30897
21925,15622
17254,12910
11635,21839
30448,2877
29009,26113
21676,19340
10174,30228
29267,28738
26852,20686
17395,5840
18162,23417
30776,27435
256,27229
23238,20498
10767,24231
16139,25436
1248,15069
14656,18211
27221,19175
26264,21069
30497,2884
28188,28221
19114,10151
5709,14603
30472,20151
13687,30757
9016,22796
17330,15857
24557,19102
25907,11569
12924,15848
5103,17191
19787,11845
11066,18087
26645,12413
29409,30780
1381,15360
29644,8828
26370,16746
10564,22011
14862,17261
18063,24871
17137,29311
29016,26576
27085,25470
14855,29137
22632,24568
8493,25152
19298,14399
17182,26384
18438,28886
21810,22651
28638,30805
13943,22335
13917,21897
29926,30954
27456,22288
18547,18375
16452,26347
19191,16138
24620,25587
16694,491
20598,24125
26555,25064
22676,19868
30385,28946
25427,22767
14771,11362
5195,23175
22228,30766
29811,22190
17798,8334
27200,18431
17266,28456
1757,19661
23378,25102
20241,26626
17684,29019
25393,19608
22774,8868
5283,23277
16018,17102
29430,20107
30367,18238
29148,21581
308,14116
22632,15956
25910,17774
13738,28850
26607,4811
16701,369
30818,18135
22555,19726
16477,12901
884,28878
28930,15867
5840,20420
26474,26476
29096,16748
30578,21721
22873,933
12205,14186
5195,20993
13544,25517
13975,17097
29922,14900
2350,23363
23061,29279
22677,13112
30536,19186
17542,27929
29257,5477
12808,23145
25415,16638
25548,12430
12270,21883
17519,28990
15719,17873
25898,26289
7190,28342
21465,30728
4562,23404
26655,18464
20517,1857
24734,20607
338,30567
20738,24497
28820,425
28987,19547
12030,19161
23738,14854
26450,21571
18331,25571
21443,20502
28306,12726
11297,24433
19993,15170
27446,30873
16657,10829
13904,12875
3143,27376
15155,742
10151,28733
25582,10092
14551,12199
13567,30615
25145,17706
16726,17732
9679,18431
1520,17716
30534,24890
19091,3649
25525,24845
22130,18376
17675,13947
315,26315
9496,6520
21469,10144
12553,8810
21566,10074
17681,27070
28726,12084
6215,23145
28880,19937
9835,27686
13264,1180
28935,30142
19157,26161
16090,29947
12441,5350
10057,12730
474,20242
20478,16707
26848,18464
19620,27137
22242,12905
19055,21566
20559,15145
28202,19911
21528,26561
2372,17227
23549,20311
28148,6329
30701,15088
22753,30226
17852,29567
29709,23273
31086,28887
18103,5076
27689,24531
29328,28023
26509,14919
18624,18591
30752,22742
25358,20384
28928,21409
4573,10021
20492,17845
11466,23596
24412,10607
12270,24590
16215,11439
25542,20312
21455,27296
28841,20365
28889,24041
30725,24706
28671,14705
16473,19102
27985,2172
28902,197
27875,13949
24742,17853
13978,2614
24432,19237
26932,28457
25386,27336
28789,4599
30785,19498
28740,11457
29560,22148
10142,28357
19121,19872
23574,24686
13625,31033
27108,22288
1845,15133
1674,6289
26597,1329
22999,22392
26955,30503
20494,26073
18551,16524
8622,3608
26339,5316
29776,20655
21077,20071
4117,7519
2434,13085
15193,29713
15124,11088
28991,425
30491,2361
28797,30280
28973,24244
29341,24803
24933,30639
26093,13646
23545,28796
13777,27689
29594,24409
24430,260
26581,9165
23041,30833
10961,19872
21510,30656
23676,19022
30347,30952
19349,12841
21661,16667
14137,18915
13574,21502
26495,28829
1785,21878
22920,16399
17570,20244
11488,29037
30763,29846
30596,24570
27137,27397
26673,23151
26073,16460
18915,25779
15127,24652
14698,29287
27112,29099
12370,13906
26002,30378
22677,4746
11881,21493
5105,22579
19099,24753
8103,3727
27151,29630
12444,25842
28883,23386
28968,29879
16145,25928
6234,20240
18538,30672
28683,17135
28639,18570
27639,28780
11480,21881
29900,24906
9395,28683
8010,29811
30810,20288
24528,27209
19046,11083
28306,10063
15378,26927
23241,6215
17923,28265
3580,6795
30282,29112
29248,20607
19886,1753
2121,23095
19249,22116
26589,28706
24195,23287
18375,10109
24052,11906
26921,18587
23134,15492
16645,15441
23138,22335
18269,19174
13814,21302
24217,17856
18272,1198
19046,30751
2211,17845
26822,13573
10564,24931
14183,26398
2734,30562
20146,8833
8535,15605
15584,30801
17993,14036
28937,43
26139,25027
24619,14596
15607,24646
10989,20028
23212,15619
15548,20596
14962,10259
26640,24766
12625,19971
17732,1505
2034,27377
27009,31128
17818,24808
23549,29515
21658,8114
29428,14006
13411,26613
22636,23076
21777,12093
6551,5350
19610,25697
29602,1817
18415,24331
14271,13050
28792,15549
24563,29034
25491,13921
11357,23990
25631,19934
22349,20765
14458,17988
14404,12804
17330,28705
11534,13262
11185,26248
27016,25183
19177,19114
30727,28260
159,17728
24683,17988
16573,22252
23178,14433
29670,13062
17853,27865
21866,22694
17847,7994
23181,21546
14539,24489
7189,27133
26936,310
24720,16391
20754,7331
28856,5255
24929,22189
18011,12798
16592,30763
16904,29221
21578,27133
26611,29019
12906,23424
22744,16748
18221,29592
1477,29387
23975,20207
11576,28614
18380,20668
19677,14424
17314,12411
7062,29733
28962,14183
16412,22435
28696,22417
29927,29812
22607,27034
17396,20478
29332,1867
22257,27070
14861,22113
29429,20484
18103,30999
13755,8493
28932,18163
16535,30777
921,29238
448,19605
11016,13098
13795,1724
21503,29440
17534,24654
9136,24580
23308,18376
15473,26673
18290,16893
25936,19298
20272,12531
20616,9825
29821,16477
25629,20502
29464,18451
29841,22213
9494,21271
29774,7978
14848,23452
19238,220
22435,29774
25561,5212
24193,20371
17929,25485
22532,21930
18540,17938
20265,19510
23065,22395
25707,2884
9912,14120
12512,23022
31099,16147
29596,28050
30901,13843
30539,21409
23021,17293
26186,15493
25399,26761
24750,14978
28924,20165
26378,25989
20084,25442
29577,28786
27792,18148
29823,20272
29772,13306
25046,12901
19082,20547
11569,21510
30234,14861
20773,28935
17112,30838
6441,30392
3561,28006
26093,20073
18557,26410
18117,26997
17309,15855
25035,14006
609,23134
9009,25673
21605,27754
24789,29783
27864,24980
975,354
20629,4664
24041,1531
19602,20153
13447,20725
22769,25677
3932,25922
5098,27825
22738,29890
13759,7141
24246,24585
23484,20522
13754,9395
27438,27920
30234,22744
20655,7650
19177,29137
27827,20559
7684,17288
26716,20693
21710,29273
23681,26005
20804,26476
5977,20679
26681,25020
28972,13585
9391,17089
1123,23005
30723,24580
20258,23234
5840,2953
28193,10374
29365,2801
26799,22748
24194,18253
29886,1761
25033,25168
13690,19164
28861,26318
29235,18014
25392,22923
15425,28526
12629,28774
12084,22266
28996,26407
17798,21397
22498,28861
28896,24786
26779,13094
24391,21631
23314,21913
11911,16005
23381,25168
29289,9591
2532,11781
13136,13779
23895,11923
16926,28712
18010,10896
20349,27378
18551,15491
26333,22184
17185,25973
4078,20346
30587,17879
22587,20370
21577,29137
11493,13093
26741,26624
24723,29400
30367,20255
16744,29415
27145,19498
25262,25149
5213,4961
25829,17166
25547,17995
10685,9553
17603,30527
26634,19901
21870,25870
17089,25030
24903,19475
30790,16089
26474,15548
29368,21546
21818,26012
13910,18552
21587,21634
13945,26463
16246,27175
18861,21619
25572,6193
8011,2897
22798,16561
10908,29899
15383,28848
15470,19073
25025,26047
18541,14295
13447,19944
24203,29592
697,15630
14991,26804
26385,6250
18546,14410
29137,10262
30436,15180
20224,10681
21715,15835
16215,25383
15158,14291
17177,22323
23298,28835
25382,19653
30923,23380
22856,13094
19042,26305
25685,19197
12608,25189
15758,21943
12893,20785
19221,22912
30238,17474
29906,28962
26691,480
26619,22323
30220,17143
28788,29202
30719,425
6643,28905
20740,20009
18963,6544
30234,10575
19048,15665
27000,24227
26508,19111
12864,14970
20165,25510
17260,24742
17851,21723
29565,17535
1976,31132
24781,22952
26115,29720
22959,24124
14746,30367
30602,21496
19626,13814
17177,16252
4987,256
29774,30748
7020,13492
23221,19158
22952,29364
17051,24723
21446,9108
28436,28317
20564,21568
11492,10224
26664,23273
8191,21824
1793,23076
10174,25842
29827,21077
30693,23135
11710,29344
13645,28764
10100,12208
30449,15659
19908,2114
21793,19114
17881,19496
254,25678
25576,11362
29685,5092
14788,26088
18098,9732
23354,22939
4648,19049
11069,1407
18075,16246
8900,10265
15454,20725
2877,21084
692,17144
10689,24684
26804,16082
18238,26336
24246,11985
13062,24694
17474,24633
2401,26637
24809,26535
14373,22184
21658,23510
5519,8010
19518,19348
17080,26578
30795,28692
1392,13901
22667,20150
17290,26659
20753,10059
29664,29188
22610,19139
16209,25525
21834,7711
4837,15584
25900,19074
21818,19046
29697,24555
17289,11197
21647,12279
26337,10022
5856,24696
25092,30428
28564,21793
12416,25494
4961,18389
26086,16893
26775,17219
18094,26651
18088,19262
18157,22477
28723,17754
3329,18087
22924,19077
25020,22902
30472,24225
16410,23983
19102,4963
22090,15061
18472,26192
29825,29083
25128,26387
22249,28572
5120,9056
19111,21598
25071,28716
9730,26336
26348,28999
9452,22841
2361,11356
24916,17112
28850,30331
26561,19122
7083,13400
24775,16483
19580,9663
11733,9756
14225,20251
10109,30832
18368,5216
4411,26384
25727,28777
25037,27015
20254,19064
19091,19649
4953,25190
21230,29387
3130,24672
25126,29088
21596,260
8020,22754
25933,19500
18228,14881
9747,21194
29941,3913
21602,14903
26105,25522
18261,28321
6955,24720
12266,29110
19866,15119
15526,18261
1271,29442
18157,10815
1953,12086
21797,5194
29148,14746
20782,27401
24990,29476
7986,19954
13218,28802
29392,18249
10548,19934
27133,29833
11904,29767
17855,7881
26324,29915
18109,21309
17188,17135
14273,11367
19312,10770
25582,29122
19890,25386
28705,30780
28609,21930
26838,28776
19263,31065
20220,24544
10191,22838
18232,11516
25540,26747
30625,20212
28897,26431
19299,6219
26161,15527
16591,25813
28496,18348
490,30655
21024,19480
25124,1674
2296,12665
19691,261
2391,24597
22890,17215
23350,29117
29718,26341
5284,28790
30923,9997
11456,13621
14903,22600
23959,655
24169,26348
19828,9504
18284,10768
20288,10092
16267,18026
28389,19046
28714,468
25945,16449
16642,13291
13776,22774
19667,14211
28436,12730
25436,16060
16138,29537
19054,19191
30598,16468
24746,17160
22184,12243
28467,25598
20071,21468
24983,21868
20764,30292
29509,22752
6466,27911
30578,31085
30211,30499
21244,14693
24738,26621
27084,10374
15822,17085
26689,26234
17855,28717
31083,11531
25187,29192
7618,29366
11576,13960
26070,17139
13623,25999
29141,21647
21865,17756
24729,26571
9994,23464
28998,10684
19646,19206
16325,23001
18420,20607
21716,7222
24506,21755
13696,12512
13324,19125
27167,19743
30473,25113
29606,20430
29315,28666
11793,3832
19828,16631
14970,12804
22600,20072
1475,3495
28144,30780
17410,5078
29150,26570
30736,23321
24635,16053
29431,21905
12665,25572
20041,4961
423,22815
22335,19646
1809,14228
27153,16709
11672,15760
22954,22760
5705,27009
19204,2307
19868,16141
9415,26236
16298,24094
30536,30379
26728,21602
25592,26159
20475,24381
13755,16318
25732,29233
25926,18392
29141,25721
18435,23575
18249,10100
7453,14315
24657,11912
15665,28917
28386,25336
25122,30234
9058,23972
22284,20574
26491,1056
13781,31112
20831,22912
15860,4465
29110,29219
13291,19496
24695,22253
491,22632
15493,13057
30383,29367
30449,22258
5350,24648
16740,18554
6217,4794
28707,28613
24903,23251
17398,24357
13262,17343
23310,29158
14206,28923
14269,26796
22224,27137
29680,19850
7749,28829
17855,28829
19563,5321
10827,22879
26724,20533
20325,3052
27342,8543
7212,2059
28373,17794
21878,15088
23531,17173
25491,12452
27184,8623
16082,18457
26272,22878
27047,14861
25122,10548
17443,17385
26295,18467
17600,9579
23561,17804
4794,30787
24991,19238
29183,19954
26424,21441
21019,30576
20552,5638
28306,7715
25135,12977
19620,1141
19358,16108
10970,29413
27443,17711
1123,13491
11020,22325
21889,16132
15484,27112
20068,25668
29350,14199
14913,29687
25030,10965
14648,10191
29958,15917
26161,15206
25123,24525
24968,27443
17171,24527
9736,20612
28148,21884
17466,13621
24604,30770
23303,5710
18412,25791
30609,19228
514,25491
24621,22324
22080,22669
17074,1247
5333,23134
12901,27414
27970,29315
13848,10137
29630,25186
29207,21099
29112,30122
25973,10138
7502,28818
21715,23104
5397,20533
13629,4446
21790,20486
16719,11722
1381,514
29151,18078
30864,15067
29894,12387
2189,29817
28717,26075
3172,24607
29222,10183
14182,9734
25527,5354
27152,22926
2070,28902
3887,20540
28712,26413
27085,17600
29220,4990
19626,29869
23437,14217
25169,17494
2801,25806
20105,25606
29436,23561
15036,30417
29341,26689
25692,2160
10679,7725
15070,15183
18396,29026
29930,28706
11768,17958
2884,14287
25900,23363
13146,20520
15100,15500
13445,29892
20373,27596
10689,12373
24580,30543
20524,9596
22423,12625
27285,30138
24776,20447
22463,27053
29907,29347
20686,19948
20780,2928
26299,19954
14229,21905
19609,20009
24583,14729
30538,6789
10059,30432
22532,1457
13975,26554
27991,11548
30211,166
10934,5637
17356,29776
19640,30379
2539,5013
10695,22677
21760,25187
15082,21827
25382,13144
28761,20343
24316,19177
20371,12804
3913,30320
17295,28361
10455,22153
16477,21503
14584,17868
23200,27226
7681,24631
12906,29480
27428,474
11539,20756
24251,6941
21447,28557
23381,12279
25712,23229
24819,22165
19244,13459
27177,18963
26118,29672
20475,29872
2775,16396
16781,24520
22570,30810
30899,14824
22241,4323
25438,30775
29236,25116
1488,17921
26334,19993
28992,19357
16635,28560
16631,25084
28908,22148
14397,27042
25728,20597
2795,29577
17728,26438
21342,20205
5637,12262
20107,3100
12085,22389
17934,20773
26408,6551
28076,24626
15879,4395
12098,30782
12085,30388
15730,29962
25921,26698
31045,3581
19504,22167
14967,13845
29767,4424
21598,28928
12361,22824
25941,26482
24775,18624
5638,30225
8056,24533
22379,11457
19547,24537
10874,25393
13225,23356
22231,2172
30765,20194
20028,16238
17558,14789
24581,19068
697,14583
26645,45
28901,14835
17557,18148
15128,10142
11857,26774
24733,21623
28683,20459
28849,14641
531,13207
23079,18411
23236,19075
21328,22331
29132,28972
1457,24821
24981,3195
12493,19215
20072,19191
25683,21478
12625,10366
30736,27226
21280,22843
4411,6551
26595,25678
23975,11057
12514,11793
19514,27386
29286,24921
20631,12522
29817,13445
21445,19500
27108,14274
21461,29335
26674,5704
13244,29324
16657,19692
29365,22867
23221,25612
6059,8357
20343,23366
16150,21644
25373,29204
14386,13588
2534,26847
28979,30587
28636,548
23135,17259
29637,13577
10107,28985
28819,12788
30499,17096
3559,28998
11477,26308
29565,22217
17245,20332
30711,22108
22789,13931
29239,5777
30383,19902
16672,21179
22632,19846
12559,5707
21508,30428
11164,19568
1871,17206
24830,25083
29339,19707
4223,25582
20757,13777
29017,26179
28877,14578
11790,11471
20072,29218
28626,22675
20176,17886
25357,11943
23407,29254
26768,25676
16083,22042
26649,25360
26434,23212
22081,27378
24737,26175
23349,21208
17105,4562
12430,8743
21522,17074
24736,30392
21464,4536
26123,24575
29736,26720
17877,27840
11654,17777
25034,26082
17170,22277
21437,22664
11920,25629
15758,12553
21666,14159
8570,27938
20446,3468
21519,8621
30728,16198
24543,26811
16719,25560
19233,13781
21315,22165
30602,29035
23187,25358
26664,15654
297,27133
14855,26673
7481,19490
22838,10057
19973,25628
23005,24725
3377,29324
5196,19391
17523,20480
29654,19581
10381,29194
26968,30467
24654,4562
26667,9455
25126,20852
21554,26868
20007,17287
14285,8358
24611,12879
9592,24599
26282,29018
16693,15861
2318,18283
31121,12578
12757,16559
25418,19088
28589,3477
20702,17030
25729,21441
22856,18090
21947,20041
17232,29326
30994,23176
10270,22386
21571,14583
17356,25087
30352,15806
20084,12789
29725,26242
18247,26494
28560,13765
18467,19504
27449,27110
26334,26074
18232,17750
22892,22753
22011,27207
24174,28356
29311,25122
25333,14692
13838,18365
17855,28838
17178,16151
11625,7189
16588,13250
22264,26105
30382,12556
2769,18385
17085,29821
18441,7262
15903,29483
25870,9054
21571,256
29467,24786
28121,21616
345,3887
29630,10109
20473,17716
19700,30623
4223,15903
29894,1817
23681,17080
9835,16677
28762,20526
12881,2730
2442,29324
18145,26639
19422,18399
13525,21533
1871,23605
23048,26740
29143,24560
16412,23076
18078,19888
23605,22288
20246,13439
16093,19568
30459,11211
35,23178
29635,23089
21831,29967
28991,21667
28108,24550
26459,23124
22684,23630
13588,13757
25928,25104
22579,29602
22257,19656
26461,30628
23061,8535
11356,14211
1976,26981
23485,20071
24700,2361
21666,29600
6544,5420
19201,22379
1776,13207
25557,25465
11768,22703
26223,18441
15724,29410
29640,17245
24065,27403
22902,26865
14437,22906
28733,28702
15067,16578
12193,23499
23485,20391
250,22870
23071,17653
22587,23005
17715,27102
17222,28758
22274,8107
17886,21127
26764,28319
24290,7225
12571,29233
18554,14691
28638,22651
2301,3223
16694,28938
17110,24967
310,30420
15395,25338
25436,29192
26264,26420
12788,25104
17844,18471
26617,17881
24921,18410
21487,26474
3119,29596
19206,22584
19700,27332
18438,8827
26647,16058
14454,29741
21637,13976
26970,28941
30320,23251
21651,22342
25173,20256
27322,7946
25169,19125
13573,3252
24925,10279
14640,21930
23568,21223
20447,7225
5216,23108
19056,12806
15535,7881
23077,26474
25989,19701
30139,21489
15758,21044
24566,25723
10022,22617
20615,13577
25459,29662
11192,12624
14185,30822
9804,23552
22547,528
29139,29377
18217,19792
23417,17600
62,25437
8868,30457
591,24432
30859,21615
19789,23364
616,26014
12275,23138
30507,22147
26562,28853
16523,26144
30691,29937
23607,21533
9471,14122
9465,5582
12387,21479
22391,28879
27207,29148
22742,23198
2099,5315
18406,17988
25106,15973
23360,9024
26498,13125
18384,16138
15052,28496
26019,18283
20486,17542
2034,23184
25830,26100
25240,29838
16060,30329
2431,25727
22385,13160
30578,16267
27447,26086
12387,10371
10259,14223
21890,17146
17180,24217
29864,6453
22340,25617
30812,23386
11450,29950
21657,20205
24535,20146
13975,14409
6215,24172
26159,11498
15730,17051
20552,21600
5978,24734
25969,8397
26529,25037
22987,26704
18445,14187
29828,9738
15939,15527
24933,22527
28796,3566
22992,24809
21485,26799
5733,12683
29577,30329
20024,17342
15605,30019
30766,27140
5212,25676
10059,8066
31101,30367
25674,23221
13465,23499
20668,17120
29637,14598
21853,19481
27439,23628
12441,12220
22293,10965
6955,23549
17542,21468
24614,17552
21464,6636
13211,20105
13412,19074
26030,16561
9153,15232
8469,29142
20346,16191
15464,6328
20616,30460
29720,21936
23600,13544
23491,25146
24957,23219
18380,25612
9804,1198
24812,29324
22875,1129
9532,21533
23417,25314
11456,19125
28846,24825
8807,24607
10220,2550
26759,750
14692,8575
29588,24598
19983,19227
22191,28709
3077,26063
26610,23248
26687,3719
395,29943
12493,28712
29085,19905
19325,13683
17570,6215
29509,20245
24845,22308
29837,13905
27207,11892
21577,9738
9055,22750
21465,22272
26464,20010
28748,27827
26877,11883
18756,15084
24552,15837
28715,18217
29906,96
21068,5840
12092,26171
25494,1655
19140,4424
21907,8417
13405,10598
16056,29507
3768,11211
27962,16723
26554,29428
